Date,Reach,Impressions,Link clicks,Landing page views,Post engagement,3-second video plays,ThruPlays,Post comments,Post saves,Post reactions,Post shares,Video plays at 50%,Leads,Amount Spent,Country,Objective
27/11/2021,759,812,10,8,11,,,,1,,,,,4.41,Egypt,CPA
27/11/2021,482,597,9,6,11,,,1,,1,,,,4.25,Egypt,CPA
26/11/2021,89296,93893,143,20,190,,,,4,38,5,,,688.95,KSA,CPLPV
26/11/2021,260863,292698,47,11,18713,18621,1329,,,44,1,1427,,1763.96,KSA,CPMR
26/11/2021,203932,210476,813,53,20802,19927,1500,8,7,45,2,6237,,238.51,Egypt,CPMR
26/11/2021,66959,77475,1162,69,5737,4537,937,8,1,29,,1330,,193.88,Egypt,CPC
26/11/2021,1799,2712,17,9,19,,,,,2,,,,7.94,Egypt,Remarketing
26/11/2021,20716,31202,113,49,143,,,6,2,18,4,,1,169.29,Egypt,CPLPV
26/11/2021,701,797,7,5,8,,,1,,,,,,3.58,Egypt,CPA
26/11/2021,446,553,1,3,1,,,,,,,,1,4.19,Egypt,CPA
25/11/2021,124063,129668,207,46,281,,,,12,56,6,,,1031.25,KSA,CPLPV
25/11/2021,311167,335111,65,13,22112,21981,1613,,2,63,1,1998,,2316.28,KSA,CPMR
25/11/2021,206079,211683,803,72,19367,18504,1363,8,4,45,3,5514,,233.84,Egypt,CPMR
25/11/2021,70735,82349,1226,92,6047,4787,945,12,1,21,,1391,2,194.87,Egypt,CPC
25/11/2021,119232,146484,3,,2325,,,10,9,1199,18,,1,364.99,Egypt,CPE
25/11/2021,1930,3018,20,9,22,,,1,,1,,,,6.77,Egypt,Remarketing
25/11/2021,22200,33802,113,46,145,,,6,4,18,4,,2,167.85,Egypt,CPLPV
25/11/2021,778,831,9,9,9,,,,,,,,,4.41,Egypt,CPA
25/11/2021,454,549,11,6,12,,,1,,,,,2,3.56,Egypt,CPA
24/11/2021,179712,190765,315,84,463,,,,14,129,5,,,1572.09,KSA,CPLPV
24/11/2021,447100,466267,115,25,34003,33776,2424,,1,110,1,3150,,3986.46,KSA,CPMR
24/11/2021,228606,236714,867,66,21560,20649,1585,3,4,36,1,6319,2,230.47,Egypt,CPMR
24/11/2021,77888,91537,1335,101,6946,5578,1032,5,1,25,2,1507,,195.4,Egypt,CPC
24/11/2021,62911,82260,7,,1724,,,12,7,1012,14,,,243.28,Egypt,CPE
24/11/2021,2265,3392,22,16,24,,,,1,1,,,,7.85,Egypt,Remarketing
24/11/2021,23696,35444,114,47,163,,,7,9,27,6,,,167.6,Egypt,CPLPV
24/11/2021,670,735,4,4,5,,,1,,,,,,3.47,Egypt,CPA
24/11/2021,486,593,8,5,8,,,,,,,,,3.17,Egypt,CPA
23/11/2021,116414,119721,263,135,353,,,,7,77,6,,,1564.74,KSA,CPLPV
23/11/2021,647166,659342,191,57,51515,51117,3696,,7,199,1,4329,,5261.4,KSA,CPMR
23/11/2021,273023,282732,975,87,24890,23839,1790,15,5,52,4,7335,1,227.88,Egypt,CPMR
23/11/2021,83277,95212,1251,97,7190,5893,1167,13,1,32,,1709,1,197.19,Egypt,CPC
23/11/2021,46111,58613,2,,1812,,,6,7,1244,11,,,216.73,Egypt,CPE
23/11/2021,1973,3167,22,13,23,,,,1,,,,,8.01,Egypt,Remarketing
23/11/2021,22371,34300,112,47,145,,,8,4,19,2,,1,166.34,Egypt,CPLPV
23/11/2021,552,607,6,5,7,,,,,,1,,,3.03,Egypt,CPA
23/11/2021,536,643,23,15,24,,,,,1,,,1,3.63,Egypt,CPA
22/11/2021,66624,69441,107,46,144,,,,2,33,2,,,716.67,KSA,CPLPV
22/11/2021,640884,652194,121,32,48433,48096,3468,,9,204,3,4120,,4213.92,KSA,CPMR
22/11/2021,280316,289388,845,79,26108,25192,1907,8,5,56,2,7814,2,256.87,Egypt,CPMR
22/11/2021,85344,100044,1350,117,8075,6670,1421,11,5,38,1,2009,,197.68,Egypt,CPC
22/11/2021,2164,3475,26,17,28,,,,1,1,,,,7.89,Egypt,Remarketing
22/11/2021,24231,36378,136,57,178,,,5,4,26,7,,,167.9,Egypt,CPLPV
22/11/2021,811,888,3,3,5,,,1,,1,,,,4.35,Egypt,CPA
22/11/2021,632,715,10,8,10,,,,,,,,1,4.37,Egypt,CPA
21/11/2021,66477,69747,147,94,169,,,,3,19,,,,719.02,KSA,CPLPV
21/11/2021,451959,466184,84,30,31792,31572,2094,,2,132,2,2516,,2283.24,KSA,CPMR
21/11/2021,168095,170602,834,82,23380,22470,1893,17,8,45,6,4234,,242.23,Egypt,CPMR
21/11/2021,72783,81915,1278,124,7154,5830,1173,10,5,31,,1662,,156.08,Egypt,CPC
21/11/2021,7760,10509,67,35,69,,,1,,1,,,,28.78,Egypt,Remarketing
21/11/2021,24688,38002,145,71,190,,,5,7,29,4,,,168.19,Egypt,CPLPV
21/11/2021,1415,1471,9,7,12,,,2,,1,,,1,5.87,Egypt,CPA
21/11/2021,1133,1245,14,12,20,,,2,,3,1,,3,6.99,Egypt,CPA
20/11/2021,48190,49275,145,100,177,,,,9,20,3,,,711.71,KSA,CPLPV
20/11/2021,289931,289931,65,18,22647,22502,1596,,2,77,1,1597,,1549.65,KSA,CPMR
20/11/2021,165277,169388,820,96,22399,21488,1675,20,9,53,9,3810,1,241.72,Egypt,CPMR
20/11/2021,44600,50131,998,105,4811,3782,781,11,3,14,3,1144,1,109.07,Egypt,CPC
20/11/2021,61343,84793,6,,1414,,,6,4,474,,,1,263.76,Egypt,CPE
20/11/2021,14388,27495,246,139,257,,,3,1,6,1,,,73.63,Egypt,Remarketing
20/11/2021,23729,36614,126,50,154,,,3,3,17,5,,,169.97,Egypt,CPLPV
20/11/2021,2294,2656,21,15,22,,,1,,,,,,12.26,Egypt,CPA
20/11/2021,1913,2449,23,16,29,,,4,,1,1,,1,15.49,Egypt,CPA
19/11/2021,41196,42406,148,97,170,,,,4,15,3,,,722.32,KSA,CPLPV
19/11/2021,264013,273596,61,12,21085,20947,1497,,5,71,1,1497,,1454.05,KSA,CPMR
19/11/2021,158798,162906,683,72,21410,20653,1765,17,6,47,4,3720,,238.65,Egypt,CPMR
19/11/2021,39199,45208,936,92,4368,3397,755,6,,27,2,1076,1,106.2,Egypt,CPC
19/11/2021,50866,70719,1,,1437,,,3,3,613,2,,,283.52,Egypt,CPE
19/11/2021,12478,21773,204,109,216,,,3,,9,,,,75.14,Egypt,Remarketing
19/11/2021,21615,32257,121,52,163,,,8,6,24,4,,2,169.23,Egypt,CPLPV
19/11/2021,2173,2480,31,23,37,,,3,,3,,,,13.16,Egypt,CPA
19/11/2021,1722,2129,20,17,25,,,2,,3,,,1,13.53,Egypt,CPA
18/11/2021,23808,25111,110,78,135,,,,7,16,2,,,582.81,KSA,CPLPV
18/11/2021,319055,319055,89,25,30043,29851,2341,,4,98,1,2346,,2569.7,KSA,CPMR
18/11/2021,154334,159066,828,71,21512,20601,1647,10,8,61,4,3502,2,232.51,Egypt,CPMR
18/11/2021,37215,42012,899,76,4437,3510,899,6,2,17,3,1220,,111.03,Egypt,CPC
18/11/2021,35455,47818,2,,1339,,,1,2,844,1,,,277.72,Egypt,CPE
18/11/2021,12244,21600,208,121,212,,,2,1,1,,,,73.71,Egypt,Remarketing
18/11/2021,21971,33067,115,52,150,,,6,8,15,6,,,164.09,Egypt,CPLPV
18/11/2021,1986,2269,28,22,34,,,1,,5,,,,10.88,Egypt,CPA
18/11/2021,1697,2116,22,19,29,,,2,,5,,,2,14.23,Egypt,CPA
17/11/2021,11632,12305,43,26,55,,,,3,9,,,,326.4,KSA,CPLPV
17/11/2021,202967,202967,89,26,25512,25303,2090,,3,111,6,2097,,2963.96,KSA,CPMR
17/11/2021,170004,175171,868,78,22918,21972,1787,11,5,57,5,4770,,235.96,Egypt,CPMR
17/11/2021,37565,42955,600,60,3792,3159,649,8,3,21,1,938,,107.51,Egypt,CPC
17/11/2021,15288,27139,242,129,250,,,3,,4,1,,,75.72,Egypt,Remarketing
17/11/2021,23631,35576,123,60,170,,,8,8,29,2,,,164.74,Egypt,CPLPV
17/11/2021,2192,2482,24,19,26,,,1,,1,,,2,11.02,Egypt,CPA
17/11/2021,1785,2183,44,21,48,,,2,,1,1,,4,14.19,Egypt,CPA
16/11/2021,10354,10797,66,50,72,,,1,,5,,,,214.92,KSA,CPLPV
16/11/2021,7400,7400,2,,760,755,73,,1,2,,73,,51.69,KSA,CPMR
16/11/2021,179576,184547,719,58,21969,21180,1704,10,7,49,4,4845,1,237.85,Egypt,CPMR
16/11/2021,35071,40602,720,45,3579,2821,596,4,4,28,2,828,,108.2,Egypt,CPC
16/11/2021,118298,136294,147,95,59606,59106,11095,112,24,191,26,17609,,260.71,Egypt,CPE
16/11/2021,17471,30296,245,114,256,,,2,2,7,,,,76.55,Egypt,Remarketing
16/11/2021,24568,35575,137,51,187,,,8,8,30,4,,1,164.65,Egypt,CPLPV
16/11/2021,2008,2264,17,13,24,,,1,,6,,,,11.52,Egypt,CPA
16/11/2021,2081,2532,29,12,35,,,4,1,1,,,1,15.11,Egypt,CPA
15/11/2021,182911,189861,726,68,22180,21372,1671,14,9,54,5,5029,,251.19,Egypt,CPMR
15/11/2021,37503,43757,789,61,3694,2878,601,6,,21,,857,,112.12,Egypt,CPC
15/11/2021,110142,137488,110,57,60904,60512,11596,60,31,170,21,18503,1,267.27,Egypt,CPE
15/11/2021,15884,28851,232,132,241,,,,2,6,1,,,76.82,Egypt,Remarketing
15/11/2021,26592,37374,173,83,223,,,10,8,28,4,,,172.64,Egypt,CPLPV
15/11/2021,1874,2205,14,10,24,,,6,1,2,1,,1,10.95,Egypt,CPA
15/11/2021,2007,2526,25,15,32,,,2,1,4,,,2,14.87,Egypt,CPA
14/11/2021,169885,170778,805,88,23835,22920,2083,22,16,66,6,5043,1,251.23,Egypt,CPMR
14/11/2021,28231,32235,648,53,2826,2154,447,9,,14,1,644,,81.59,Egypt,CPC
14/11/2021,113759,151386,139,90,68501,68052,13446,88,29,177,16,21165,1,297.02,Egypt,CPE
14/11/2021,12456,24329,203,102,207,,,,,3,1,,,61.68,Egypt,Remarketing
14/11/2021,23583,34105,136,69,176,,,5,6,25,4,,,154.28,Egypt,CPLPV
14/11/2021,5836,5955,37,26,49,,,2,3,4,3,,1,35.8,Egypt,CPA
14/11/2021,6266,6790,83,55,104,,,5,,14,2,,1,35.3,Egypt,CPA
13/11/2021,162974,165128,745,86,24291,23433,2132,21,14,70,8,4840,,244.58,Egypt,CPMR
13/11/2021,16476,18212,373,19,1515,1129,237,2,2,7,2,332,,47.88,Egypt,CPC
13/11/2021,10204,18287,156,91,167,,,2,1,7,1,,,46.04,Egypt,Remarketing
13/11/2021,21675,29222,123,61,162,,,9,4,25,1,,,135.17,Egypt,CPLPV
13/11/2021,10964,12128,66,41,92,,,9,5,10,2,,1,70.56,Egypt,CPA
13/11/2021,11160,12820,105,60,136,,,4,4,21,2,,5,71.41,Egypt,CPA
12/11/2021,9730,13069,62,32,66,,,,,4,,,,94.12,KSA,CPLPV
12/11/2021,107616,115643,566,65,19326,18580,4801,1,1,177,1,4890,1,2710.56,KSA,CPMR
12/11/2021,163356,165848,769,89,24320,23474,1978,10,9,53,5,4705,1,239.26,Egypt,CPMR
12/11/2021,15555,17452,385,14,1476,1084,219,3,,4,,308,,47.03,Egypt,CPC
12/11/2021,81918,105204,5,,1513,,,4,7,543,8,,,311.87,Egypt,CPE
12/11/2021,9578,16244,119,49,124,,,,1,3,1,,,44.96,Egypt,Remarketing
12/11/2021,20560,27329,136,69,174,,,6,7,19,6,,1,136.01,Egypt,CPLPV
12/11/2021,10568,11716,71,44,94,,,6,1,13,3,,,71.13,Egypt,CPA
12/11/2021,10066,11534,114,77,150,,,9,1,20,6,,5,71.85,Egypt,CPA
11/11/2021,161457,169105,755,100,24770,23917,2100,15,16,64,3,4724,,238.89,Egypt,CPMR
11/11/2021,14712,16626,333,33,1418,1077,223,2,1,5,,317,,47.34,Egypt,CPC
11/11/2021,63537,84140,5,,1536,,,5,5,696,7,,,311.21,Egypt,CPE
11/11/2021,9848,17951,105,58,109,,,,,4,,,,44.35,Egypt,Remarketing
11/11/2021,20812,27080,122,55,173,,,8,8,26,9,,,135.28,Egypt,CPLPV
11/11/2021,10625,11600,58,40,87,,,6,4,19,,,1,71.04,Egypt,CPA
11/11/2021,9015,10710,89,60,115,,,8,6,11,1,,6,70.3,Egypt,CPA
10/11/2021,182535,183870,810,75,25947,25024,2138,11,5,93,4,5146,1,237.91,Egypt,CPMR
10/11/2021,12512,13534,484,49,2279,1787,533,,2,5,1,650,1,45.6,Egypt,CPC
10/11/2021,126077,154115,16,9,33295,32112,7358,11,10,791,4,14166,,457.96,Egypt,CPE
10/11/2021,11516,20573,122,67,134,,,3,1,6,2,,,46.34,Egypt,Remarketing
10/11/2021,21210,27963,118,70,166,,,11,9,21,7,,,136.5,Egypt,CPLPV
10/11/2021,11457,12497,75,46,106,,,9,6,13,3,,1,69.96,Egypt,CPA
10/11/2021,8773,10168,109,76,154,,,8,7,27,3,,9,69.93,Egypt,CPA
9/11/2021,212019,220307,740,68,26968,26145,1966,13,8,58,4,6494,1,233.56,Egypt,CPMR
9/11/2021,14502,16261,413,28,1596,1172,250,1,,10,,344,,47.13,Egypt,CPC
9/11/2021,102253,130640,17,7,35738,35633,7315,6,2,79,1,15164,,260.85,Egypt,CPE
9/11/2021,10970,20088,113,64,119,,,2,1,2,1,,,45.48,Egypt,Remarketing
9/11/2021,22339,29545,149,77,212,,,13,14,28,8,,1,131.3,Egypt,CPLPV
9/11/2021,11428,12926,87,61,135,,,23,4,17,4,,2,70.99,Egypt,CPA
9/11/2021,9249,10848,121,83,144,,,4,,15,4,,2,70.29,Egypt,CPA
8/11/2021,289213,292202,928,95,28947,27935,2048,10,9,62,3,10371,,215.21,Egypt,CPMR
8/11/2021,16303,18545,439,26,1672,1217,242,1,3,12,,350,,48.08,Egypt,CPC
8/11/2021,116990,153778,19,11,43368,43260,8239,9,5,72,3,17696,,308.11,Egypt,CPE
8/11/2021,12356,23759,142,67,147,,,2,,3,,,,43.85,Egypt,Remarketing
8/11/2021,24992,32040,148,71,217,,,9,15,40,5,,1,133.19,Egypt,CPLPV
8/11/2021,13055,14129,102,74,123,,,4,5,11,1,,2,74.85,Egypt,CPA
8/11/2021,12812,14001,128,83,161,,,7,6,19,1,,6,75.37,Egypt,CPA
7/11/2021,146144,150410,432,34,12617,12159,904,2,3,21,,6639,,90.32,Egypt,CPMR
7/11/2021,16076,18414,457,22,1687,1221,227,2,,6,1,342,,47.62,Egypt,CPC
7/11/2021,124350,150277,41,24,36850,36718,8347,2,,86,3,12420,,266.96,Egypt,CPE
7/11/2021,12311,22424,136,76,143,,,2,1,4,,,,44.81,Egypt,Remarketing
7/11/2021,39432,44593,297,154,388,,,26,17,37,11,,2,138.52,Egypt,CPLPV
7/11/2021,13304,14332,84,59,114,,,6,6,13,5,,1,73.43,Egypt,CPA
7/11/2021,13328,14803,156,96,198,,,11,4,25,2,,10,73.92,Egypt,CPA
6/11/2021,14440,15201,498,35,2277,1765,416,1,3,10,,556,1,38.42,Egypt,CPC
6/11/2021,111904,142184,43,16,36482,36366,8092,1,,72,,12203,,267.93,Egypt,CPE
6/11/2021,11080,20379,158,79,164,,,1,1,3,1,,,46.83,Egypt,Remarketing
6/11/2021,45351,52984,430,218,499,,,9,12,40,8,,5,145.46,Egypt,CPLPV
6/11/2021,14048,15932,105,72,143,,,13,7,14,4,,1,71.72,Egypt,CPA
6/11/2021,13756,16076,182,110,213,,,10,7,12,2,,13,73.8,Egypt,CPA
5/11/2021,17943,20321,544,54,2106,1543,314,5,3,10,1,438,,47.69,Egypt,CPC
5/11/2021,112513,146004,42,19,38472,38352,7649,7,3,67,1,11955,,290.11,Egypt,CPE
5/11/2021,9086,17790,132,73,137,,,1,1,3,,,,46.36,Egypt,Remarketing
5/11/2021,35070,42137,338,169,391,,,17,6,25,5,,4,135.38,Egypt,CPLPV
5/11/2021,10604,12097,91,63,119,,,7,7,12,2,,1,71.45,Egypt,CPA
5/11/2021,10209,12254,149,96,187,,,13,1,23,1,,7,73.54,Egypt,CPA
4/11/2021,16549,18113,493,33,1903,1388,281,4,1,14,3,418,,44.5,Egypt,CPC
4/11/2021,93698,126229,5,,1675,,,1,4,621,2,,,321.2,Egypt,CPE
4/11/2021,10591,19679,139,76,143,,,2,1,1,,,,44.13,Egypt,Remarketing
4/11/2021,38630,45498,377,203,445,,,13,13,37,5,,,131.32,Egypt,CPLPV
4/11/2021,9974,11962,70,48,98,,,6,7,10,5,,1,69.14,Egypt,CPA
4/11/2021,9366,11745,118,76,161,,,12,4,27,,,6,71.26,Egypt,CPA
3/11/2021,13920,15694,498,22,1893,1378,265,4,1,11,1,362,,42.65,Egypt,CPC
3/11/2021,84872,110889,3,,1933,,,9,8,972,5,,,319.85,Egypt,CPE
3/11/2021,12211,21065,122,63,132,,,,3,7,,,,45.03,Egypt,Remarketing
3/11/2021,57876,65074,578,258,680,,,28,17,49,8,,,131.95,Egypt,CPLPV
3/11/2021,11189,13129,113,83,161,,,13,8,21,6,,,67.6,Egypt,CPA
3/11/2021,10459,12423,142,103,182,,,12,6,18,4,,6,68.28,Egypt,CPA
2/11/2021,8042,8404,246,18,1243,988,161,,2,7,,227,,23.8,Egypt,CPC
2/11/2021,45619,52183,1,,1107,,,2,4,657,,,,183.95,Egypt,CPE
2/11/2021,13312,22142,103,51,109,,,,2,3,1,,,44.18,Egypt,Remarketing
2/11/2021,57744,69879,646,323,785,,,45,17,64,13,,1,133,Egypt,CPLPV
2/11/2021,12147,14686,165,112,224,,,13,5,39,2,,,68.95,Egypt,CPA
2/11/2021,12414,15644,239,151,309,,,16,4,43,7,,3,70.88,Egypt,CPA
1/11/2021,15372,23395,98,39,106,,,,2,6,,,,44.61,Egypt,Remarketing
1/11/2021,51118,63181,666,371,788,,,28,10,72,12,,1,146.59,Egypt,CPLPV
1/11/2021,10931,13797,168,118,212,,,7,6,26,5,,,78.8,Egypt,CPA
1/11/2021,11562,14515,266,193,326,,,14,13,28,5,,10,82.44,Egypt,CPA
31/10/2021,46367,56028,271,65,286,,,,,15,,,,313.71,KSA,CPC
31/10/2021,70416,73544,209,23,7490,7247,1080,1,1,32,,1502,,381.89,KSA,CPMR
31/10/2021,4644,5147,19,10,21,,,,,2,,,,46.25,KSA,CPLPV
31/10/2021,198176,198176,554,48,16988,16378,1431,7,2,46,1,690,,180.8,Egypt,CPMR
31/10/2021,13139,14621,745,29,,1041,236,1,,10,,313,,36.51,Egypt,CPC
31/10/2021,11319,16765,74,32,,,,,1,2,,,,44.1,Egypt,Remarketing
31/10/2021,11832,13811,81,38,92,,,6,,5,,,1,50.8,Egypt,CPA
31/10/2021,9167,10445,36,21,50,,,4,5,4,1,,,48.74,Egypt,CPA
31/10/2021,78043,98180,24,11,,,,8,4,606,3,,,239.81,Egypt,CPE
30/10/2021,76430,126547,770,259,795,,,,,24,1,,,634.72,KSA,CPC
30/10/2021,81455,84774,182,16,7173,6961,868,,1,28,1,1300,,362.26,KSA,CPMR
30/10/2021,20779,29608,180,109,194,,,1,1,9,3,,,287.68,KSA,CPLPV
30/10/2021,505973,518477,1505,99,38790,37132,3182,25,5,121,2,1543,,458.05,Egypt,CPMR
30/10/2021,14312,16604,795,24,,1238,275,,1,3,,391,,42.15,Egypt,CPC
30/10/2021,9092,14571,71,31,,,,,1,1,,,,42.73,Egypt,Remarketing
30/10/2021,12185,15462,102,31,117,,,2,1,8,4,,1,51,Egypt,CPA
30/10/2021,7714,9686,36,23,46,,,5,1,4,,,,50.76,Egypt,CPA
30/10/2021,54269,69713,21,8,,,,2,1,715,4,,,248.9,Egypt,CPE
29/10/2021,72864,120800,761,240,780,,,1,2,15,1,,,629.02,KSA,CPC
29/10/2021,57920,62194,138,12,6155,5993,761,2,,21,1,1099,,370.58,KSA,CPMR
29/10/2021,17003,25353,154,95,166,,,,,11,1,,,292.62,KSA,CPLPV
29/10/2021,256830,271719,888,57,20010,19059,1654,5,3,52,3,789,,231.27,Egypt,CPMR
29/10/2021,14415,16252,839,35,,1146,236,,,3,,322,,42.91,Egypt,CPC
29/10/2021,9445,13981,79,39,,,,1,1,1,,,,46.59,Egypt,Remarketing
29/10/2021,23150,27398,153,63,178,,,11,3,10,1,,1,99.86,Egypt,CPA
29/10/2021,14600,16374,72,45,86,,,3,4,6,1,,,100.92,Egypt,CPA
29/10/2021,34279,46036,26,13,,,,5,4,843,3,,,244.29,Egypt,CPE
28/10/2021,108649,177442,982,277,1008,,,4,,20,2,,1,933.46,KSA,CPC
28/10/2021,39169,40677,141,21,5074,4900,818,,,33,,1106,,359.53,KSA,CPMR
28/10/2021,28998,41542,205,128,220,,,3,2,8,2,,1,470.49,KSA,CPLPV
28/10/2021,93507,95176,278,18,7104,6802,505,4,1,18,1,253,,75.46,Egypt,CPMR
28/10/2021,14313,16656,822,21,,1211,262,,,3,,350,,43.66,Egypt,CPC
28/10/2021,9037,14840,78,41,,,,,,2,,,,43.44,Egypt,Remarketing
28/10/2021,34603,44871,258,90,298,,,14,1,23,2,,6,160.05,Egypt,CPA
28/10/2021,24197,28832,107,59,122,,,5,2,6,2,,,159.53,Egypt,CPA
27/10/2021,170177,354383,1736,533,1792,,,3,,50,3,,,1755.85,KSA,CPC
27/10/2021,61072,64958,180,37,6781,6560,1055,,4,37,,1578,,373.39,KSA,CPMR
27/10/2021,55464,87178,431,251,467,,,2,6,26,2,,,772.95,KSA,CPLPV
27/10/2021,106159,108981,265,27,8593,8290,704,5,2,31,,365,,96.52,Egypt,CPMR
27/10/2021,13636,15528,777,40,,1189,266,,,5,,362,,43.69,Egypt,CPC
27/10/2021,9665,15535,73,38,,,,,1,4,,,,43.4,Egypt,Remarketing
27/10/2021,30991,40327,199,74,225,,,9,1,15,1,,4,160.5,Egypt,CPA
27/10/2021,22026,28138,117,58,132,,,7,3,5,,,,159.67,Egypt,CPA
27/10/2021,76594,88592,6,,,,,15,8,1734,48,,,230.61,Egypt,CPE
26/10/2021,169950,370014,1770,510,1824,,,2,1,51,,,,1715.49,KSA,CPC
26/10/2021,132607,139902,343,49,14146,13677,2122,1,1,123,1,3336,,1211.27,KSA,CPMR
26/10/2021,70896,107002,602,340,628,,,2,4,17,3,,,769.98,KSA,CPLPV
26/10/2021,113633,114101,345,20,9256,8890,643,1,1,18,1,305,,100.1,Egypt,CPMR
26/10/2021,13968,15716,802,41,,1179,264,2,,4,,356,,42.67,Egypt,CPC
26/10/2021,9302,15357,84,41,,,,,1,2,,,,43.48,Egypt,Remarketing
26/10/2021,30896,40776,242,116,281,,,15,3,21,,,5,161.46,Egypt,CPA
26/10/2021,22742,29155,134,71,158,,,10,1,11,2,,1,159.17,Egypt,CPA
26/10/2021,89869,105267,3,,,,,56,7,2247,64,,,259.26,Egypt,CPE
25/10/2021,159707,347767,1775,504,1827,,,3,2,47,,,2,1420.81,KSA,CPC
25/10/2021,219642,232803,659,93,27146,26290,4460,2,6,186,2,6543,,2454.23,KSA,CPMR
25/10/2021,82382,143574,818,444,834,,,1,5,9,1,,3,784.98,KSA,CPLPV
25/10/2021,106173,108405,311,18,8992,8652,696,1,5,21,2,340,,94.47,Egypt,CPMR
25/10/2021,15487,18001,812,26,,1282,258,1,,8,,343,,44.23,Egypt,CPC
25/10/2021,10322,16541,100,43,,,,1,1,1,,,,46.34,Egypt,Remarketing
25/10/2021,14340,16971,86,38,,,,2,,9,,,,34.93,Egypt,CPLPV
25/10/2021,28054,36456,248,125,288,,,16,2,21,1,,4,147.79,Egypt,CPA
25/10/2021,20775,26699,127,75,158,,,11,5,13,2,,1,148.51,Egypt,CPA
25/10/2021,81533,102600,2,,,,,67,16,2449,72,,,243.13,Egypt,CPE
24/10/2021,97119,177051,965,281,998,,,1,3,28,1,,,680.17,KSA,CPC
24/10/2021,216062,228343,710,93,26381,25520,4656,3,4,143,1,6757,,2137.8,KSA,CPMR
24/10/2021,78958,140294,898,479,919,,,6,4,8,3,,,770.95,KSA,CPLPV
24/10/2021,114688,117874,323,31,9797,9449,759,4,2,18,1,381,1,101.08,Egypt,CPMR
24/10/2021,15312,17871,852,43,,1456,346,,,2,,456,,42.74,Egypt,CPC
24/10/2021,9582,15952,81,38,,,,,1,2,,,,45.11,Egypt,Remarketing
24/10/2021,33992,47441,248,98,,,,10,2,19,1,,,82.29,Egypt,CPLPV
24/10/2021,20908,25313,236,121,268,,,17,1,12,2,,13,115.56,Egypt,CPA
24/10/2021,16448,18800,108,49,132,,,7,3,13,1,,1,131.39,Egypt,CPA
24/10/2021,66510,82855,13,5,,,,5,6,701,1,,,240.66,Egypt,CPE
23/10/2021,57198,97304,551,173,572,,,,3,17,1,,,385.63,KSA,CPC
23/10/2021,206010,222104,736,97,23689,22820,3964,,2,130,1,5954,,1657.38,KSA,CPMR
23/10/2021,73392,132838,813,454,833,,,1,2,16,1,,,765.56,KSA,CPLPV
23/10/2021,116709,116709,311,17,9854,9506,793,4,5,25,3,363,,98.03,Egypt,CPMR
23/10/2021,15276,17899,869,35,,1308,260,1,,4,,366,,43.47,Egypt,CPC
23/10/2021,9709,16235,90,50,,,,,,1,,,,45.34,Egypt,Remarketing
23/10/2021,36025,50512,230,90,,,,10,2,16,,,,88.47,Egypt,CPLPV
23/10/2021,21158,26432,133,46,153,,,6,3,11,,,2,136.48,Egypt,CPA
23/10/2021,14396,17907,75,34,87,,,5,3,4,,,1,122.35,Egypt,CPA
23/10/2021,65790,83042,16,5,,,,3,1,868,,,,247.84,Egypt,CPE
22/10/2021,61968,96382,329,57,371,,,3,4,33,2,,,388.09,KSA,CPC
22/10/2021,220861,236843,688,66,24530,23705,4092,4,4,128,1,6018,,1699.74,KSA,CPMR
22/10/2021,76655,136521,899,445,916,,,3,2,8,4,,,757.87,KSA,CPLPV
22/10/2021,115712,120082,320,25,9804,9462,739,1,1,19,1,361,,100.94,Egypt,CPMR
22/10/2021,13857,16636,753,33,,1204,263,,,5,,368,,41.62,Egypt,CPC
22/10/2021,9490,15068,86,47,,,,,1,1,,,,44.21,Egypt,Remarketing
22/10/2021,34208,48426,239,101,,,,5,,17,5,,,89.29,Egypt,CPLPV
22/10/2021,18448,22762,137,56,149,,,4,1,7,,,4,123.71,Egypt,CPA
22/10/2021,13592,16171,84,41,99,,,4,,11,,,1,124.26,Egypt,CPA
22/10/2021,55264,70314,14,4,,,,4,4,1017,2,,,244.5,Egypt,CPE
21/10/2021,51790,83906,416,113,440,,,,5,18,1,,,375.6,KSA,CPC
21/10/2021,146587,152091,477,97,16454,15800,2615,7,2,167,1,3885,1,1713.9,KSA,CPMR
21/10/2021,73342,131992,840,451,856,,,3,1,10,2,,1,754.57,KSA,CPLPV
21/10/2021,119995,119995,313,19,9136,8797,725,6,4,16,,357,,97.41,Egypt,CPMR
21/10/2021,11652,14129,871,16,,1142,243,,,4,,318,,44.56,Egypt,CPC
21/10/2021,10050,16061,77,31,,,,1,1,1,,,,44.72,Egypt,Remarketing
21/10/2021,31943,46114,200,78,,,,8,1,13,3,,,84.01,Egypt,CPLPV
21/10/2021,18644,23638,123,47,143,,,6,2,11,1,,3,121.33,Egypt,CPA
21/10/2021,13912,17329,69,37,77,,,2,,4,2,,1,121.86,Egypt,CPA
21/10/2021,80894,106383,5,,,,,1,3,377,,,,241.2,Egypt,CPE
20/10/2021,47135,78446,432,111,454,,,,4,17,1,,,387.99,KSA,CPC
20/10/2021,227659,228636,799,93,25375,24443,4342,4,5,123,1,6193,,1592.34,KSA,CPMR
20/10/2021,78449,141205,871,425,891,,,6,2,11,1,,,754.61,KSA,CPLPV
20/10/2021,115457,115457,324,27,9675,9315,758,4,4,27,1,370,,109.99,Egypt,CPMR
